station,state,river,pH,TDS_mg_L,turbidity_NTU,district,latitude,longitude,code,date
2691,MAHARASHTRA,,7.0,,,,,,,2023-06-30
2705,MAHARASHTRA,,7.7,,,,,,,2023-06-30
1168,KARNATAKA,,6.5,,,,,,,2023-06-30
4106,KARNATAKA,,6.5,,,,,,,2023-06-30
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,PRIMARY,7.5,,,,,,,2023-06-30
1896,KARNATAKA,,6.8,,,,,,,2023-06-30
38,KARNATAKA,,7.4,,,,,,,2023-06-30
1029,KARNATAKA,,7.4,,,,,,,2023-06-30
2766,KARNATAKA,,7.1,,,,,,,2023-06-30
2768,KARNATAKA,,7.0,,,,,,,2023-06-30
2767,KARNATAKA,,7.1,,,,,,,2023-06-30
2770,KARNATAKA,,7.1,,,,,,,2023-06-30
2769,KARNATAKA,,7.0,,,,,,,2023-06-30
5591,KARNATAKA,,7.1,,,,,,,2023-06-30
5592,KARNATAKA,,7.6,,,,,,,2023-06-30
4495,KARNATAKA,,7.7,,,,,,,2023-06-30
5593,KARNATAKA,,7.7,,,,,,,2023-06-30
5594,KARNATAKA,,7.6,,,,,,,2023-06-30
5595,KARNATAKA,,7.1,,,,,,,2023-06-30
5596,KARNATAKA,,7.3,,,,,,,2023-06-30
4494,KARNATAKA,,7.4,,,,,,,2023-06-30
2776,KARNATAKA,,7.3,,,,,,,2023-06-30
29,KARNATAKA,,6.5,,,,,,,2023-06-30
3558,KARNATAKA,,8.3,,,,,,,2023-06-30
30054,KARNATAKA,,8.2,,,,,,,2023-06-30
1785,"ANDHRA
PRADESH",,7.3,,,,,,,2023-06-30
1174,"ANDHRA
PRADESH",,7.3,,,,,,,2023-06-30
4388,"ANDHRA
PRADESH",,6.8,,,,,,,2023-06-30
4389,"ANDHRA
PRADESH",,7.0,,,,,,,2023-06-30
4379,"ANDHRA
PRADESH",,7.6,,,,,,,2023-06-30
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,PRIMARY,7.5,,,,,,,2023-06-30
1255,"ANDHRA
PRADESH",,7.3,,,,,,,2023-06-30
1256,"ANDHRA
PRADESH",,7.3,,,,,,,2023-06-30
1257,"ANDHRA
PRADESH",,7.5,,,,,,,2023-06-30
30,"ANDHRA
PRADESH",,6.6,,,,,,,2023-06-30
2351,"ANDHRA
PRADESH",,6.9,,,,,,,2023-06-30
1689,PUDUCHERRY,,8.1,,,,,,,2023-06-30
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,PRIMARY,7.5,,,,,,,2023-06-30
1171,KARNATAKA,,7.8,,,,,,,2023-06-30
1386,KARNATAKA,,7.7,,,,,,,2023-06-30
34,KARNATAKA,,7.9,,,,,,,2023-06-30
2773,KARNATAKA,,8.0,,,,,,,2023-06-30
2774,KARNATAKA,,7.6,,,,,,,2023-06-30
3566,KARNATAKA,,7.5,,,,,,,2023-06-30
3568,KARNATAKA,,7.5,,,,,,,2023-06-30
3569,KARNATAKA,,7.3,,,,,,,2023-06-30
3570,KARNATAKA,,7.3,,,,,,,2023-06-30
3571,KARNATAKA,,7.4,,,,,,,2023-06-30
3573,KARNATAKA,,7.3,,,,,,,2023-06-30
3576,KARNATAKA,,7.6,,,,,,,2023-06-30
3578,KARNATAKA,,8.0,,,,,,,2023-06-30
3579,KARNATAKA,,7.9,,,,,,,2023-06-30
3581,KARNATAKA,,7.9,,,,,,,2023-06-30
4109,KARNATAKA,,7.2,,,,,,,2023-06-30
4099,KARNATAKA,,7.0,,,,,,,2023-06-30
4102,KARNATAKA,,6.8,,,,,,,2023-06-30
4103,KARNATAKA,,7.2,,,,,,,2023-06-30
30052,KARNATAKA,,8.0,,,,,,,2023-06-30
50,TAMIL NADU,,7.0,,,,,,,2023-06-30
51,TAMIL NADU,,7.2,,,,,,,2023-06-30
1320,TAMIL NADU,,7.1,,,,,,,2023-06-30
3015,TAMIL NADU,,7.6,,,,,,,2023-06-30
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,PRIMARY,7.5,,,,,,,2023-06-30
1324,TAMIL NADU,,7.6,,,,,,,2023-06-30
1451,TAMIL NADU,,7.5,,,,,,,2023-06-30
31,TAMIL NADU,,7.1,,,,,,,2023-06-30
3016,TAMIL NADU,,7.2,,,,,,,2023-06-30
1202,TAMIL NADU,,7.1,,,,,,,2023-06-30
1325,TAMIL NADU,,7.3,,,,,,,2023-06-30
1203,TAMIL NADU,,7.3,,,,,,,2023-06-30
1206,TAMIL NADU,,7.3,,,,,,,2023-06-30
3018,TAMIL NADU,,7.8,,,,,,,2023-06-30
3012,TAMIL NADU,,7.4,,,,,,,2023-06-30
3013,TAMIL NADU,,7.7,,,,,,,2023-06-30
3014,TAMIL NADU,,7.5,,,,,,,2023-06-30
4827,TAMIL NADU,,7.4,,,,,,,2023-06-30
3017,TAMIL NADU,,7.4,,,,,,,2023-06-30
1326,TAMIL NADU,,7.7,,,,,,,2023-06-30
1327,TAMIL NADU,,7.7,,,,,,,2023-06-30
1322,TAMIL NADU,,7.3,,,,,,,2023-06-30
10064,TAMIL NADU,,7.6,,,,,,,2023-06-30
10065,TAMIL NADU,,7.7,,,,,,,2023-06-30
10067,TAMIL NADU,,7.3,,,,,,,2023-06-30
10070,TAMIL NADU,,7.3,,,,,,,2023-06-30
10073,TAMIL NADU,,7.5,,,,,,,2023-06-30
10078,TAMIL NADU,,8.1,,,,,,,2023-06-30
3580,KARNATAKA,,7.6,,,,,,,2023-06-30
5587,KARNATAKA,,7.3,,,,,,,2023-06-30
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,PRIMARY,7.5,,,,,,,2023-06-30
5583,KARNATAKA,,7.2,,,,,,,2023-06-30
5584,KARNATAKA,,7.5,,,,,,,2023-06-30
5585,KARNATAKA,,6.8,,,,,,,2023-06-30
5586,KARNATAKA,,7.3,,,,,,,2023-06-30
5590,KARNATAKA,,7.5,,,,,,,2023-06-30
5580,KARNATAKA,,7.8,,,,,,,2023-06-30
5579,KARNATAKA,,7.7,,,,,,,2023-06-30
5581,KARNATAKA,,7.8,,,,,,,2023-06-30
1323,TAMIL NADU,,6.9,,,,,,,2023-06-30
3015,TAMIL NADU,,7.6,,,,,,,2023-06-30
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,PRIMARY,7.5,,,,,,,2023-06-30
3020,TAMIL NADU,,7.7,,,,,,,2023-06-30
3021,TAMIL NADU,,7.8,,,,,,,2023-06-30
1893,KARNATAKA,,7.4,,,,,,,2023-06-30
1199,KARNATAKA,,7.4,,,,,,,2023-06-30
1166,KARNATAKA,,7.8,,,,,,,2023-06-30
1200,KARNATAKA,,6.7,,,,,,,2023-06-30
3567,KARNATAKA,,7.8,,,,,,,2023-06-30
3022,TAMIL NADU,,7.0,,,,,,,2023-06-30
3023,TAMIL NADU,,6.9,,,,,,,2023-06-30
1319,TAMIL NADU,,7.0,,,,,,,2023-06-30
4812,TAMIL NADU,,7.3,,,,,,,2023-06-30
4813,TAMIL NADU,,7.1,,,,,,,2023-06-30
1165,KARNATAKA,,6.7,,,,,,,2023-06-30
2778,KARNATAKA,,6.6,,,,,,,2023-06-30
2779,KARNATAKA,,6.0,,,,,,,2023-06-30
4108,KARNATAKA,,6.7,,,,,,,2023-06-30
41,KARNATAKA,,7.7,,,,,,,2023-06-30
1197,KARNATAKA,,7.4,,,,,,,2023-06-30
1207,KERALA,,6.5,,,,,,,2023-06-30
1445,KARNATAKA,,7.8,,,,,,,2023-06-30
2775,KARNATAKA,,7.6,,,,,,,2023-06-30
3575,KARNATAKA,,7.7,,,,,,,2023-06-30
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,PRIMARY,7.5,,,,,,,2023-06-30
3577,KARNATAKA,,7.9,,,,,,,2023-06-30
1196,KARNATAKA,,7.3,,,,,,,2023-06-30
2772,KARNATAKA,,7.2,,,,,,,2023-06-30
3572,KARNATAKA,,7.6,,,,,,,2023-06-30
3024,TAMIL NADU,,6.8,,,,,,,2023-06-30
10034,TAMIL NADU,,6.8,,,,,,,2023-06-30
10035,TAMIL NADU,,6.7,,,,,,,2023-06-30
10036,TAMIL NADU,,6.9,,,,,,,2023-06-30
10038,TAMIL NADU,,6.6,,,,,,,2023-06-30
10039,TAMIL NADU,,6.5,,,,,,,2023-06-30
10040,TAMIL NADU,,6.5,,,,,,,2023-06-30
10041,TAMIL NADU,,6.6,,,,,,,2023-06-30
10042,TAMIL NADU,,6.6,,,,,,,2023-06-30
10043,TAMIL NADU,,6.7,,,,,,,2023-06-30
10044,TAMIL NADU,,6.8,,,,,,,2023-06-30
10045,TAMIL NADU,,6.6,,,,,,,2023-06-30
10046,TAMIL NADU,,6.7,,,,,,,2023-06-30
10059,TAMIL NADU,,7.3,,,,,,,2023-06-30
10060,TAMIL NADU,,7.2,,,,,,,2023-06-30
10057,TAMIL NADU,,7.5,,,,,,,2023-06-30
10058,TAMIL NADU,,7.3,,,,,,,2023-06-30
5578,KARNATAKA,,7.8,,,,,,,2023-06-30
4501,KARNATAKA,,6.9,,,,,,,2023-06-30
1208,KERALA,,7.6,,,,,,,2023-06-30
5228,KERALA,,6.5,,,,,,,2023-06-30
5229,KERALA,,6.5,,,,,,,2023-06-30
5227,KERALA,,6.5,,,,,,,2023-06-30
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,PRIMARY,7.5,,,,,,,2023-06-30
23,JHARKHAND,,6.5,,,,,,,2023-06-30
24,JHARKHAND,,6.9,,,,,,,2023-06-30
48,JHARKHAND,,7.1,,,,,,,2023-06-30
49,JHARKHAND,,6.3,,,,,,,2023-06-30
1641,ODISHA,,6.8,,,,,,,2023-06-30
2385,JHARKHAND,,6.5,,,,,,,2023-06-30
2386,JHARKHAND,,6.5,,,,,,,2023-06-30
2387,JHARKHAND,,7.3,,,,,,,2023-06-30
2395,JHARKHAND,,6.5,,,,,,,2023-06-30
2397,JHARKHAND,,7.4,,,,,,,2023-06-30
2399,JHARKHAND,,7.0,,,,,,,2023-06-30
,JHARKHAND,NAN,7.0,,,,,,,2023-06-30
4744,JHARKHAND,,7.0,,,,,,,2023-06-30
4746,JHARKHAND,,6.9,,,,,,,2023-06-30
4748,JHARKHAND,,7.3,,,,,,,2023-06-30
4749,JHARKHAND,,6.5,,,,,,,2023-06-30
4084,JHARKHAND,,6.5,,,,,,,2023-06-30
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,PRIMARY,7.5,,,,,,,2023-06-30
4750,JHARKHAND,,6.5,,,,,,,2023-06-30
4752,JHARKHAND,,3.1,,,,,,,2023-06-30
30067,JHARKHAND,,7.0,,,,,,,2023-06-30
30068,WEST BENGAL,,7.0,,,,,,,2023-06-30
30069,ODISHA,,7.0,,,,,,,2023-06-30
4086,JHARKHAND,,6.7,,,,,,,2023-06-30
4756,JHARKHAND,,7.2,,,,,,,2023-06-30
2423,ODISHA,,7.2,,,,,,,2023-06-30
3943,ODISHA,,6.9,,,,,,,2023-06-30
3942,ODISHA,,6.9,,,,,,,2023-06-30
2115,,,7.7,,,,,,,2023-06-30
4753,JHARKHAND,,6.5,,,,,,,2023-06-30
4754,JHARKHAND,,6.5,,,,,,,2023-06-30
